type,typeCode,title
subcategory,S53.2,"Traumatic rupture of radial collateral ligament"
subcategory,S53.3,"Traumatic rupture of ulnar collateral ligament"
subcategory,S53.4,"Sprain and strain of elbow"
subcategory,S54.0,"Injury of ulnar nerve at forearm level"
subcategory,S54.1,"Injury of median nerve at forearm level"
subcategory,S54.2,"Injury of radial nerve at forearm level"
subcategory,S54.3,"Injury of cutaneous sensory nerve at forearm level"
subcategory,S54.7,"Injury of multiple nerves at forearm level"
subcategory,S54.8,"Injury of other nerves at forearm level"
subcategory,S54.9,"Injury of unspecified nerve at forearm level"
subcategory,S55.0,"Injury of ulnar artery at forearm level"
subcategory,S55.1,"Injury of radial artery at forearm level"
subcategory,S55.2,"Injury of vein at forearm level"
subcategory,S55.7,"Injury of multiple blood vessels at forearm level"
subcategory,S55.8,"Injury of other blood vessels at forearm level"
subcategory,S55.9,"Injury of unspecified blood vessel at forearm level"
subcategory,S56.0,"Injury of flexor muscle and tendon of thumb at forearm level"
subcategory,S56.1,"Injury of long flexor muscle and tendon of other finger(s) at forearm level"
subcategory,S56.2,"Injury of other flexor muscle and tendon at forearm level"
subcategory,S56.3,"Injury of extensor or abductor muscles and tendons of thumb at forearm level"
subcategory,S56.4,"Injury of extensor muscle and tendon of other finger(s) at forearm level"
subcategory,S56.5,"Injury of other extensor muscle and tendon at forearm level"
subcategory,S56.7,"Injury of multiple muscles and tendons at forearm level"
subcategory,S56.8,"Injury of other and unspecified muscles and tendons at forearm level"
subcategory,S57.0,"Crushing injury of elbow"
subcategory,S57.8,"Crushing injury of other parts of forearm"
subcategory,S57.9,"Crushing injury of forearm, part unspecified"
subcategory,S58.0,"Traumatic amputation at elbow level"
subcategory,S58.1,"Traumatic amputation at level between elbow and wrist"
subcategory,S58.9,"Traumatic amputation of forearm, level unspecified"
subcategory,S59.7,"Multiple injuries of forearm"
subcategory,S59.8,"Other specified injuries of forearm"
subcategory,S59.9,"Unspecified injury of forearm"
subcategory,S60.0,"Contusion of finger(s) without damage to nail"
subcategory,S60.1,"Contusion of finger(s) with damage to nail"
subcategory,S60.2,"Contusion of other parts of wrist and hand"
subcategory,S60.7,"Multiple superficial injuries of wrist and hand"
subcategory,S60.8,"Other superficial injuries of wrist and hand"
subcategory,S60.9,"Superficial injury of wrist and hand, unspecified"
subcategory,S61.0,"Open wound of finger(s) without damage to nail"
subcategory,S61.1,"Open wound of finger(s) with damage to nail"
subcategory,S61.7,"Multiple open wounds of wrist and hand"
subcategory,S61.8,"Open wound of other parts of wrist and hand"
subcategory,S61.9,"Open wound of wrist and hand, part unspecified"
subcategory,S62.0,"Fracture of navicular [scaphoid] bone of hand"
subcategory,S62.1,"Fracture of other carpal bone(s)"
subcategory,S62.2,"Fracture of first metacarpal bone"
subcategory,S62.3,"Fracture of other metacarpal bone"
subcategory,S62.4,"Multiple fractures of metacarpal bones"
subcategory,S62.5,"Fracture of thumb"
subcategory,S62.6,"Fracture of other finger"
subcategory,S62.7,"Multiple fractures of fingers"
subcategory,S62.8,"Fracture of other and unspecified parts of wrist and hand"
subcategory,S63.0,"Dislocation of wrist"
subcategory,S63.1,"Dislocation of finger"
subcategory,S63.2,"Multiple dislocations of fingers"
subcategory,S63.3,"Traumatic rupture of ligament of wrist and carpus"
subcategory,S63.4,"Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s)"
subcategory,S63.5,"Sprain and strain of wrist"
subcategory,S63.6,"Sprain and strain of finger(s)"
subcategory,S63.7,"Sprain and strain of other and unspecified parts of hand"
subcategory,S64.0,"Injury of ulnar nerve at wrist and hand level"
subcategory,S64.1,"Injury of median nerve at wrist and hand level"
subcategory,S64.2,"Injury of radial nerve at wrist and hand level"
subcategory,S64.3,"Injury of digital nerve of thumb"
subcategory,S64.4,"Injury of digital nerve of other finger"
subcategory,S64.7,"Injury of multiple nerves at wrist and hand level"
subcategory,S64.8,"Injury of other nerves at wrist and hand level"
subcategory,S64.9,"Injury of unspecified nerve at wrist and hand level"
subcategory,S65.0,"Injury of ulnar artery at wrist and hand level"
subcategory,S65.1,"Injury of radial artery at wrist and hand level"
subcategory,S65.2,"Injury of superficial palmar arch"
subcategory,S65.3,"Injury of deep palmar arch"
subcategory,S65.4,"Injury of blood vessel(s) of thumb"
subcategory,S65.5,"Injury of blood vessel(s) of other finger"
subcategory,S65.7,"Injury of multiple blood vessels at wrist and hand level"
subcategory,S65.8,"Injury of other blood vessels at wrist and hand level"
subcategory,S65.9,"Injury of unspecified blood vessel at wrist and hand level"
subcategory,S66.0,"Injury of long flexor muscle and tendon of thumb at wrist and hand level"
subcategory,S66.1,"Injury of flexor muscle and tendon of other finger at wrist and hand level"
subcategory,S66.2,"Injury of extensor muscle and tendon of thumb at wrist and hand level"
subcategory,S66.3,"Injury of extensor muscle and tendon of other finger at wrist and hand level"
subcategory,S66.4,"Injury of intrinsic muscle and tendon of thumb at wrist and hand level"
subcategory,S66.5,"Injury of intrinsic muscle and tendon of other finger at wrist and hand level"
subcategory,S66.6,"Injury of multiple flexor muscles and tendons at wrist and hand level"
subcategory,S66.7,"Injury of multiple extensor muscles and tendons at wrist and hand level"
subcategory,S66.8,"Injury of other muscles and tendons at wrist and hand level"
subcategory,S66.9,"Injury of unspecified muscle and tendon at wrist and hand level"
subcategory,S67.0,"Crushing injury of thumb and other finger(s)"
subcategory,S67.8,"Crushing injury of other and unspecified parts of wrist and hand"
subcategory,S68.0,"Traumatic amputation of thumb (complete)(partial)"
subcategory,S68.1,"Traumatic amputation of other single finger (complete)(partial)"
subcategory,S68.2,"Traumatic amputation of two or more fingers alone (complete)(partial)"
subcategory,S68.3,"Combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand"
subcategory,S68.4,"Traumatic amputation of hand at wrist level"
subcategory,S68.8,"Traumatic amputation of other parts of wrist and hand"
subcategory,S68.9,"Traumatic amputation of wrist and hand, level unspecified"
subcategory,S69.7,"Multiple injuries of wrist and hand"
subcategory,S69.8,"Other specified injuries of wrist and hand"
subcategory,S69.9,"Unspecified injury of wrist and hand"
subcategory,S70.0,"Contusion of hip"
subcategory,S70.1,"Contusion of thigh"
subcategory,S70.7,"Multiple superficial injuries of hip and thigh"
subcategory,S70.8,"Other superficial injuries of hip and thigh"
subcategory,S70.9,"Superficial injury of hip and thigh, unspecified"
subcategory,S71.0,"Open wound of hip"
subcategory,S71.1,"Open wound of thigh"
subcategory,S71.7,"Multiple open wounds of hip and thigh"
subcategory,S71.8,"Open wound of other and unspecified parts of pelvic girdle"
subcategory,S72.0,"Fracture of neck of femur"
subcategory,S72.1,"Pertrochanteric fracture"
subcategory,S72.2,"Subtrochanteric fracture"
subcategory,S72.3,"Fracture of shaft of femur"
subcategory,S72.4,"Fracture of lower end of femur"
subcategory,S72.7,"Multiple fractures of femur"
subcategory,S72.8,"Fractures of other parts of femur"
subcategory,S72.9,"Fracture of femur, part unspecified"
subcategory,S73.0,"Dislocation of hip"
subcategory,S73.1,"Sprain and strain of hip"
subcategory,S74.0,"Injury of sciatic nerve at hip and thigh level"
subcategory,S74.1,"Injury of femoral nerve at hip and thigh level"
subcategory,S74.2,"Injury of cutaneous sensory nerve at hip and thigh level"
subcategory,S74.7,"Injury of multiple nerves at hip and thigh level"
subcategory,S74.8,"Injury of other nerves at hip and thigh level"
subcategory,S74.9,"Injury of unspecified nerve at hip and thigh level"
subcategory,S75.0,"Injury of femoral artery"
subcategory,S75.1,"Injury of femoral vein at hip and thigh level"
subcategory,S75.2,"Injury of greater saphenous vein at hip and thigh level"
subcategory,S75.7,"Injury of multiple blood vessels at hip and thigh level"
subcategory,S75.8,"Injury of other blood vessels at hip and thigh level"
subcategory,S75.9,"Injury of unspecified blood vessel at hip and thigh level"
subcategory,S76.0,"Injury of muscle and tendon of hip"
subcategory,S76.1,"Injury of quadriceps muscle and tendon"
subcategory,S76.2,"Injury of adductor muscle and tendon of thigh"
subcategory,S76.3,"Injury of muscle and tendon of the posterior muscle group at thigh level"
subcategory,S76.4,"Injury of other and unspecified muscles and tendons at thigh level"
subcategory,S76.7,"Injury of multiple muscles and tendons at hip and thigh level"
subcategory,S77.0,"Crushing injury of hip"
subcategory,S77.1,"Crushing injury of thigh"
subcategory,S77.2,"Crushing injury of hip with thigh"
subcategory,S78.0,"Traumatic amputation at hip joint"
subcategory,S78.1,"Traumatic amputation at level between hip and knee"
subcategory,S78.9,"Traumatic amputation of hip and thigh, level unspecified"
subcategory,S79.7,"Multiple injuries of hip and thigh"
subcategory,S79.8,"Other specified injuries of hip and thigh"
subcategory,S79.9,"Unspecified injury of hip and thigh"
subcategory,S80.0,"Contusion of knee"
subcategory,S80.1,"Contusion of other and unspecified parts of lower leg"
subcategory,S80.7,"Multiple superficial injuries of lower leg"
subcategory,S80.8,"Other superficial injuries of lower leg"
subcategory,S80.9,"Superficial injury of lower leg, unspecified"
subcategory,S81.0,"Open wound of knee"
subcategory,S81.7,"Multiple open wounds of lower leg"
subcategory,S81.8,"Open wound of other parts of lower leg"
subcategory,S81.9,"Open wound of lower leg, part unspecified"
subcategory,S82.0,"Fracture of patella"
subcategory,S82.1,"Fracture of upper end of tibia"
subcategory,S82.2,"Fracture of shaft of tibia"
subcategory,S82.3,"Fracture of lower end of tibia"
subcategory,S82.4,"Fracture of fibula alone"
subcategory,S82.5,"Fracture of medial malleolus"
subcategory,S82.6,"Fracture of lateral malleolus"
subcategory,S82.7,"Multiple fractures of lower leg"
subcategory,S82.8,"Fractures of other parts of lower leg"
subcategory,S82.9,"Fracture of lower leg, part unspecified"
subcategory,S83.0,"Dislocation of patella"
subcategory,S83.1,"Dislocation of knee"
subcategory,S83.2,"Tear of meniscus, current"
subcategory,S83.3,"Tear of articular cartilage of knee, current"
subcategory,S83.4,"Sprain and strain involving (fibular)(tibial) collateral ligament of knee"
subcategory,S83.5,"Sprain and strain involving (anterior)(posterior) cruciate ligament of knee"
subcategory,S83.6,"Sprain and strain of other and unspecified parts of knee"
subcategory,S83.7,"Injury to multiple structures of knee"
subcategory,S84.0,"Injury of tibial nerve at lower leg level"
subcategory,S84.1,"Injury of peroneal nerve at lower leg level"
subcategory,S84.2,"Injury of cutaneous sensory nerve at lower leg level"
subcategory,S84.7,"Injury of multiple nerves at lower leg level"
subcategory,S84.8,"Injury of other nerves at lower leg level"
subcategory,S84.9,"Injury of unspecified nerve at lower leg level"
subcategory,S85.0,"Injury of popliteal artery"
subcategory,S85.1,"Injury of (anterior)(posterior) tibial artery"
subcategory,S85.2,"Injury of peroneal artery"
subcategory,S85.3,"Injury of greater saphenous vein at lower leg level"
subcategory,S85.4,"Injury of lesser saphenous vein at lower leg level"
subcategory,S85.5,"Injury of popliteal vein"
subcategory,S85.7,"Injury of multiple blood vessels at lower leg level"
subcategory,S85.8,"Injury of other blood vessels at lower leg level"
subcategory,S85.9,"Injury of unspecified blood vessel at lower leg level"
subcategory,S86.0,"Injury of Achilles tendon"
subcategory,S86.1,"Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level"
subcategory,S86.2,"Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level"
subcategory,S86.3,"Injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level"
subcategory,S86.7,"Injury of multiple muscles and tendons at lower leg level"
subcategory,S86.8,"Injury of other muscles and tendons at lower leg level"
subcategory,S86.9,"Injury of unspecified muscle and tendon at lower leg level"
subcategory,S87.0,"Crushing injury of knee"
subcategory,S87.8,"Crushing injury of other and unspecified parts of lower leg"
subcategory,S88.0,"Traumatic amputation at knee level"
subcategory,S88.1,"Traumatic amputation at level between knee and ankle"
subcategory,S88.9,"Traumatic amputation of lower leg, level unspecified"
subcategory,S89.7,"Multiple injuries of lower leg"
subcategory,S89.8,"Other specified injuries of lower leg"
subcategory,S89.9,"Unspecified injury of lower leg"
subcategory,S90.0,"Contusion of ankle"
subcategory,S90.1,"Contusion of toe(s) without damage to nail"
subcategory,S90.2,"Contusion of toe(s) with damage to nail"
subcategory,S90.3,"Contusion of other and unspecified parts of foot"
subcategory,S90.7,"Multiple superficial injuries of ankle and foot"
subcategory,S90.8,"Other superficial injuries of ankle and foot"
subcategory,S90.9,"Superficial injury of ankle and foot, unspecified"
subcategory,S91.0,"Open wound of ankle"
subcategory,S91.1,"Open wound of toe(s) without damage to nail"
subcategory,S91.2,"Open wound of toe(s) with damage to nail"
subcategory,S91.3,"Open wound of other parts of foot"
subcategory,S91.7,"Multiple open wounds of ankle and foot"
subcategory,S92.0,"Fracture of calcaneus"
subcategory,S92.1,"Fracture of talus"
subcategory,S92.2,"Fracture of other tarsal bone(s)"
subcategory,S92.3,"Fracture of metatarsal bone"
subcategory,S92.4,"Fracture of great toe"
subcategory,S92.5,"Fracture of other toe"
subcategory,S92.7,"Multiple fractures of foot"
subcategory,S92.9,"Fracture of foot, unspecified"
subcategory,S93.0,"Dislocation of ankle joint"
subcategory,S93.1,"Dislocation of toe(s)"
subcategory,S93.2,"Rupture of ligaments at ankle and foot level"
subcategory,S93.3,"Dislocation of other and unspecified parts of foot"
subcategory,S93.4,"Sprain and strain of ankle"
subcategory,S93.5,"Sprain and strain of toe(s)"
subcategory,S93.6,"Sprain and strain of other and unspecified parts of foot"
subcategory,S94.0,"Injury of lateral plantar nerve"
subcategory,S94.1,"Injury of medial plantar nerve"
subcategory,S94.2,"Injury of deep peroneal nerve at ankle and foot level"
subcategory,S94.3,"Injury of cutaneous sensory nerve at ankle and foot level"
subcategory,S94.7,"Injury of multiple nerves at ankle and foot level"
subcategory,S94.8,"Injury of other nerves at ankle and foot level"
subcategory,S94.9,"Injury of unspecified nerve at ankle and foot level"
subcategory,S95.0,"Injury of dorsal artery of foot"
subcategory,S95.1,"Injury of plantar artery of foot"
subcategory,S95.2,"Injury of dorsal vein of foot"
