icd10code,symptoms
L24.9,"itching, redness, swelling, blistering, dry or cracked skin"
L25.0,"itching, redness, rash, swelling, blistering"
L25.1,"itching, redness, blistering, swelling, and burning sensation"
L25.2,"redness, itching, swelling, blistering, irritation"
L25.3,"itching, redness, swelling, blistering, rash"
L25.4,"itchiness, redness, blisters, swelling, dry skin"
L25.5,"itching, redness, swelling, blisters, dry skin"
L25.8,"itching, redness, swelling, blistering, dry patches"
L25.9,"itching, redness, swelling, burning sensation, rash"
L26,"fever, malaise, skin pain, erythema, necrosis"
L27.0,"rash, itching, redness, blisters, swelling"
L27.1,"rash, itching, redness, swelling, blistering"
L27.2,"itching, rash, redness, swelling, blistering"
L27.8,"rash, itching, redness, swelling, blisters"
L27.9,"rash, itching, redness, swelling, blistering"
L28.0,"pruritus, thickened skin, darkened patches, leathery texture, intense itching"
L28.1,"itchiness, skin thickening, red patches, scaly skin, changes in skin pigment"
L28.2,"pruritus, thickened skin, dry patches, erythema, excoriations"
L29.0,"itching, redness, irritation, dryness, rash"
L29.1,"itching, redness, dry skin, flaking, swelling"
L29.2,"itching, redness, dryness, inflammation, discomfort"
L29.3,"pruritus, redness, swelling, rash, intense itching"
L29.8,"itching, redness, inflammation, rash, discomfort"
L29.9,"itching, redness, irritation, swelling, dry skin"
L30.0,"itching, redness, burning sensation, skin rash, swelling"
L30.1,"itching, redness, scaling, cracking, thickening of the skin"
L30.2,"red skin, itching, burning sensation, swelling, dry patches"
L30.3,"itching, redness, scaling, blistering, oozing"
L30.4,"itching, redness, dry skin, scaling, inflammation"
L30.5,"itching, redness, dryness, scaling, cracking"
L30.8,"itching, redness, swelling, scaling, and blistering"
L30.9,"itchy skin, redness, rash, dry skin, inflammation"
L40.0,"red, scaly skin patches, itching, dry skin, thickened nails, joint pain"
L40.1,"plaque buildup, red patches, silver scales, itching, dry cracked skin"
L40.2,"red scaly patches, joint pain, nail changes, itching, dandruff-like flaking"
L40.3,"red patches, dry skin, itching, crackling of skin, pain"
L40.4,"red patches of skin, silvery scales, joint pain, stiffness, swelling"
L40.5,"red scaly patches, inflammation, itching, thickened nails, joint pain"
L40.8,"scaly skin, itching, red patches, inflamed joints, nail changes"
L40.9,"red patches of skin, silvery scales, dry skin, itching, joint stiffness"
L41.0,"plaques, papules, skin lesions, erythematous patches, scaling"
L41.1,"reddish-brown papules, itchy lesions, patches of scaly skin, erythema, skin tightness"
L41.3,"papular skin lesions, annular erythema, mild itchiness, lesions on trunk, occasional scaling"
L41.4,"rash, itching, redness, raised lesions, scaling"
L41.5,"scaly patches, redness, itching, burning sensation, raised plaques"
L41.8,"red papules, itchy skin, dry patches, scaling lesions, inflamed rashes"
L41.9,"itching, red scaly patches, raised lesions, burning sensation, skin inflammation"
L42,"oval-shaped rash, herald patch, itching, scaling"
L43.0,"pruritic papules, red-purple lesions, wrist involvement, mucous membrane lesions, wickham striae"
L43.1,"lesions, itching, redness, scaling, rash"
L43.2,"pruritus, purple polygonal papules, whitish lines on lesions, oral mucosal involvement, nail dystrophy"
L43.3,"red, scaly patches, itching, inflammation, skin lesions, painful sores"
L43.8,"itchy skin, red-purple rash, raised lesions, hyperpigmentation, skin thickening"
L43.9,"rash, itching, erythema, blistering, skin thickening"
L44.0,"pruritic rash, red papules, thickened plaques, itching, dry skin"
L44.1,"pruritus, erythema, papules, vesicles, scaling"
L44.2,"restlessness, tingling, itching, burning sensation, skin rash"
L44.3,"itchy rash, burning sensation, scaly patches, skin thickening, redness"
L44.4,"itching, red papules, skin rash, blisters, inflammation"
L44.8,"pruritus, erythema, scaling, vesicles, papules"
L44.9,"itching, redness, scaling, inflammation, skin lesions"
L45,"pruritic rash, red plaques, silvery scales, joint pain, nail changes"
L50.0,"itching, redness, raised welts, swelling, burning sensation"
L50.1,"itching, redness, wheals, swelling, discomfort"
L50.2,"itching, redness, swelling, welts, hives"
L50.3,"itching, redness, swelling, welts, discomfort"
L50.4,"itching, redness, hives, swelling, wheals"
L50.5,"itching, redness, swelling, hives, wheals"
L50.6,"itching, redness, raised welts, swelling, burning sensation"
L50.8,"itching, redness, hives, swelling, welts"
L50.9,"itching, redness, swelling, welts, discomfort"
L51.0,"blisters, itching, redness, swelling, skin pain"
L51.1,"blisters, erythema, mucosal lesions, fever, skin pain"
L51.2,"fever, skin rash, mouth sores, conjunctivitis, arthralgia"
L51.8,"blistering skin rash, red spots, itching, skin pain, swelling"
L51.9,"l519, stevens-johnson syndrome: fever, sore throat, skin rash, blisters, mucous membrane lesions"
L52,"painful red nodules, fever, joint pain"
L53.0,"rash, facial flushing, itching, feeling of warmth, headache"
L53.1,"redness, itching, burning, swelling, pain"
L53.2,"rashes, fever, fatigue, joint pain, swelling"
L53.3,"pruritus, erythema, papules, burning sensation, pain"
L53.8,"rashes, redness, itching, swelling, discomfort"
L53.9,"rash, redness, itching, inflammation, discomfort"
L54.0,"rash, fever, headache, muscle pain, joint pain"
L54.8,"rash, redness, itching, swelling, pain"
L55.0,"redness, pain, swelling, blistering, itching"
L55.1,"redness, pain, swelling, blistering, peeling skin"
L55.2,"red skin, itching, blistering, peeling, pain"
L55.8,"redness, itching, pain, blistering, peeling skin"
L55.9,"redness, pain, swelling, blisters, peeling skin"
L56.0,"redness, itching, blistering, peeling skin, swelling"
L56.1,"red rash, itching, blisters, peeling skin, pain"
L56.2,"red, itchy skin, rash, blisters, peeling skin"
L56.3,"redness, blisters, peeling skin, itching, pain"
L56.4,"redness, itching, dryness, blistering, peeling skin"
L56.8,"redness, itching, swelling, peeling skin, blisters"
L56.9,"redness, itching, rash, blisters, pain"
L57.0,"rough, scaly skin patches, brown spots, pink or red lesions, skin dryness, itching"
L57.1,"dry skin, itching, wrinkles, thin skin, brown spots"
L57.2,"dry skin, fine wrinkles, mottled pigmentation, leathery texture, and telangiectasia"
L57.3,"dry skin, scaling, itching, redness, hyperpigmentation"
L57.4,"dry, leathery skin, prominent blood vessels, erythema, increased pigmentation, and fine wrinkling"
L57.5,"sun-damaged skin, deep wrinkles, dry skin, uneven pigmentation, loss of elasticity"
L57.8,"dry skin, pigmentation changes, wrinkles, leathery skin, telangiectasia"
L57.9,"dry skin, pigmentation changes, wrinkles, rough texture, telangiectasia"
L58.0,"redness, itching, pain, swelling, blister formation"
L58.1,"redness, swelling, itching, rash, skin sores"
L58.9,"redness of skin, itching, swelling, blistering, peeling"
L59.0,"rash, itching, redness, burning sensation, skin blistering"
L59.8,"hyperpigmentation, itching, redness, scaling, discomfort"
L59.9,"redness, itching, lesions, scaling, pigmentation changes"
L60.0,"nail pitting, nail ridges, discoloration, nail crumbling, separation of nail from nail bed"
L60.1,"brittle nails, splitting nails, rough nail surface, peeling nails, easily breakable nails"
L60.2,"thickened nails, discolored nails, brittle nails, separation from nail bed, malformed nails"
L60.3,"nail splitting, crumbling, rough surface, nail thickening, brittle nails"
L60.4,"discoloration, brittleness, loosening, nail thickening, nail deformity"
L60.5,"nail splitting, nail brittleness, longitudinal ridging, uneven nail surface, thinning of the nail"
L60.8,"discoloration, thickening, brittleness, pitting, nail splitting"
L60.9,"brittle nails, nail discoloration, nail splitting, slow nail growth, pitted nails"
L62.0,"alopecia, broken hair shafts, scalp redness, itching, inflammation"
L62.8,"thickened skin, skin discoloration, skin sensitivity, skin lesions, itching"
L63.0,"patchy hair loss, bald spots, itching, tingling sensation, brittle hair"
L63.1,"patchy hair loss, smooth bald patches, round scalp lesions, sudden hair loss, possible nail changes"
L63.2,"patchy hair loss, smooth hairless scalp, rapid hair loss, regrowing white hair, bare circular patches"
L63.8,"patchy hair loss, smooth bald patches, itching, tingling sensation, mild scalp tenderness"
L63.9,"hair loss, bald patches, itchy scalp, tingling sensation, possible nail changes"
L64.0,"hair thinning, receding hairline, bald spots, decreased hair density, hair loss"
L64.8,"thinning hair, patchy hair loss, reduced hair density, widening hair part, receding hairline"
L64.9,"thinning hair, receding hairline, hair loss in patches, scalp visibility increase, gradual hair thinning"
L65.0,"hair thinning, patchy hair loss, gradual hair shedding, scalp scaling, mild itching"
L65.1,"thinning hair, patchy hair loss, dry scalp, brittle hair, scalp redness"
L65.2,"hair thinning, hair loss, patches of baldness, brittle hair, reduced hair density"
L65.8,"thinning hair, increased hair shedding, patchy hair loss, reduced hair volume, brittle hair"
L65.9,"hair thinning, hair loss, patchy hair loss, brittle hair, scalp irritation"
L66.0,"scalp itching, hair loss, scalp redness, flaking, scalp tenderness"
L66.1,"scalp inflammation, hair loss, scarring, itching, scaling"
L66.2,"itching, redness, scaling, hair loss, crusting"
L66.3,"alopecia, itching, scalp inflammation, scaling, follicular plugging"
L66.4,"erythema, scaling, itchiness, hair thinning, follicular plugging"
L66.8,"inflammation, scarring, redness, scaling, hair loss"
L66.9,"scalp itching, hair thinning, scalp redness, irritation, scalp scaling"
L67.0,"brittle nails, thin nails, splitting nails, peeling nails, longitudinal ridging"
L67.1,"ridges in nails, splitting of nails, thin nails, brittle nails, longitudinal grooves"
L67.8,"nail roughness, splitting, discoloration, thinning, brittleness"
L67.9,"brittle nails, nail pitting, nail discoloration, thickened nails, onycholysis"
L68.0,"localized edema, redness, warmth, pain, decreased range of motion"
L68.1,"itchiness, redness, dry skin, scaling, inflammation"
L68.2,"localized excessive hair growth, abnormal hair pattern, facial hair growth in women, dense hair patches, psychological distress"
L68.3,"localized itching, redness, swelling, pain, hair loss"
L68.8,"itching, skin redness, inflammation, rash, hair loss"
L68.9,"itchiness, hair thinning, scalp redness, flaking, hair loss"
L70.0,"acne vulgaris may present with blackheads, whiteheads, pimples, oily skin, or cysts"
L70.1,"inflammatory papules, pustules, nodules, erythema, skin soreness"
L70.2,"pimples, blackheads, whiteheads, redness, inflammation"
L70.3,"inflammatory papules, pustules, nodules, cysts, skin scarring"
L70.4,"papules, pustules, cysts, redness, inflammation"
L70.5,"papules, pustules, nodules, inflammation, scarring"
L70.8,"papules, pustules, nodules, redness, inflammation"
L70.9,"acne, pimples, whiteheads, blackheads, oily skin"
L71.0,"facial redness, visible blood vessels, bumps, pimples, skin swelling"
L71.1,"papules, pustules, erythema, telangiectasia, facial inflammation"
L71.8,"redness, papules, pustules, swollen skin, burning sensation"
L71.9,"redness, papules, pustules, facial flushing, skin swelling"
L72.0,"localized swelling, pain, redness, tenderness, pus drainage"
L72.1,"localized pain, swelling, redness, tenderness, and presence of a sebaceous cyst"
L72.2,"tenderness, swelling, erythema, pain, pus drainage"
L72.8,"lumps under skin, redness, swelling, pain, pus discharge"
L72.9,"lump under skin, no pain, slow growth, mobile lump, no discoloration"
L73.0,"painful nodules, inflammation, pus formation, scarring, recurrent outbreaks"
L73.1,"painful nodules, inflammation, tenderness, scarring, recurrent boils"
L73.2,"follicular papules, pustules, scarring alopecia, inflammation, itching"
L73.8,"itching, redness, swelling, tenderness, pus-filled bumps"
L73.9,"redness, itching, swelling, pustules, tenderness"
L74.0,"excessive sweating, clammy skin, visible sweat, dehydration, body odor"
L74.1,"excessive sweating, body odor, night sweats, moist skin, visible sweat stains"
L74.2,"excessive sweating, sweat-soaked skin, clammy skin, increased body odor, skin maceration"
L74.3,"excessive sweating, sweaty palms, sweaty soles, facial sweating, night sweats"
L74.4,"excessive sweating, sweating at rest, sweating during sleep, generalized sweating, emotional sweating"
L74.8,"excessive sweating, clammy skin, body odor, wet clothes, dehydration"
L74.9,"excessive sweating, sweating at rest, night sweats, clammy skin, emotional sweating"
L75.0,"excessive sweating, body odor, sweating at rest, sweating during sleep, clammy skin"
L75.1,"excessive sweating, sweating without triggers, night sweats, social anxiety, skin irritation"
L75.2,"pruritus, scaling, redness, inflammation, mild burning sensation"
L75.8,"excessive sweating, clammy skin, body odor, sweating triggered by stress, sweating during sleep"
L75.9,"excessive sweating, body odor, moist skin, night sweats, sweating without exertion"
L80,"skin depigmentation, white patches, irregular skin borders, premature graying, sensitivity to sunlight"
L81.0,"hyperpigmentation, dark skin patches, skin discoloration, uneven skin tone, melasma spots"
L81.1,"hyperpigmentation, dark skin patches, uneven skin tone, skin discoloration, brown spots"
L81.2,"hyperpigmented skin, dark patches, irregular skin tone, facial spots, sun-exposed areas affected"
L81.3,"hyperpigmented skin, dark patches, sun-exposed areas affected, irregular borders, cosmetic concerns"
L81.4,"hyperpigmented patches, brown skin spots, uneven skin tone, discoloration, freckles"
L81.5,"hyperpigmentation, dark patches, uneven skin tone, brown spots, skin discoloration"
L81.6,"skin discoloration, hyperpigmented spots, darkened patches, irregular skin texture, uneven skin tone"
L81.7,"hyperpigmentation, skin discoloration, dark patches, uneven skin tone, sunspots"
L81.8,"hyperpigmentation, uneven skin tone, dark spots, melasma, discoloration"
L81.9,"hyperpigmentation, hypopigmentation, uneven skin tone, skin discoloration, patches on skin"
L82,"itching, irritation, rough patch, skin discoloration, thickened skin"
L83,"thickened skin, rough skin texture, dark patches, small bumps, skin tags"
L84,"thickened skin, hardened skin, yellowish appearance, callus formation, foot discomfort"
L85.0,"thickened skin, dry skin, scaling, rough skin, itching"
L85.1,"dry, scaly skin, rough patches, flakiness, tightness, itchiness"
L85.2,"dry, rough skin, scaling, mild itching, possible redness"
L85.3,"itching, redness, scaling, flaking, dry skin"
L85.8,"skin peeling, redness, irritation, tenderness, blistering"
L85.9,"dry skin, itching, scaling, rough patches, redness"
L86,"thickened skin, hardened skin, skin discoloration, inflammation, skin pain"
L87.0,"blisters, skin lesions, itching, skin redness, pain"
L87.1,"skin thickening, papules, hyperpigmentation, brown skin patches, itching"
L87.2,"papules, nodules, pruritus, erythema, hyperkeratosis"
L87.8,"thickened skin, yellowish skin, blistering, rough texture, discoloration"
L87.9,"itching, skin lesions, thickened skin, pigmentation changes, discomfort"
L88,"pain, redness, swelling, blisters, pustules"
L89.0,"persistent redness, skin swelling, open wound, pain at the site, skin temperature change"
L89.1,"pain, redness, swelling, skin breakdown, open sore"
L89.2,"localized pain, skin discoloration, open wound, tenderness, infection"
